,lane_Connection_id,upstream_lane_id,downstream_lane_id,node_id,lane_connnection_geometry
1862,730,8855_-1__1,8905_1__1,579,"LINESTRING(114.0477379349508 22.545081804880095 2.253443653899012e-09,114.04771122836596 22.545175013944316 2.3980469541063482e-08,114.04765280633252 22.545252359715775 5.5734488144125586e-08,114.04747074625536 22.54533467674045 1.0917807521672664e-07)"
1863,745,8905_-1__2,8875_-1__2,579,"LINESTRING(114.04747238996389 22.545271482232575 1.091780745809956e-07,114.0475677561316 22.545271925064334 9.398136583208979e-08,114.04766395823646 22.545269915331083 7.1630452528408e-08,114.04776098880524 22.545266866028765 4.636647819766249e-08,114.0478588408604 22.545264227223907 2.2430586367565485e-08,114.04799459217546 22.545264004437477 -5.090332851411963e-10)"
1864,745,8905_-1__1,8875_-1__1,579,"LINESTRING(114.04747156812137 22.54530307904187 1.091780745809956e-07,114.04756814459543 22.545303529044016 9.398136583208979e-08,114.04766500721848 22.54530150636149 7.1630452528408e-08,114.04776214928819 22.545298453710508 4.636647819766249e-08,114.04785956426988 22.545295826164253 2.2430586367565485e-08,114.04799381897506 22.545295602374697 -5.090332851411963e-10)"
1865,768,8905_-1__1,567_-1__1,579,"LINESTRING(114.04747156811771 22.54530307918226 1.091780745809956e-07,114.04757144689732 22.545330217894254 8.560046753028529e-08,114.04765280976703 22.545387222055645 5.130934103212566e-08,114.04772921578105 22.545544871765742 -4.060904604015087e-10)"
1866,785,8905_-1__2,8855_1__2,579,"LINESTRING(114.0474723899709 22.545271481960874 1.0804399153130362e-07,114.04755548586617 22.54524910364059 8.199942072963081e-08,114.04762281414527 22.545192191457097 4.474919980103529e-08,114.04766988692468 22.545081070560936 2.1136079012272323e-09)"
1867,792,8875_1__2,8905_1__2,579,"LINESTRING(114.0479922725752 22.545358798179247 -5.090328158985358e-10,114.04789687921132 22.545358458256178 1.468767563691917e-08,114.04780065783197 22.545360524926288 3.703858849149974e-08,114.04770360880039 22.54536358400671 6.230256241351528e-08,114.04760573212464 22.545366184243463 8.623845406863787e-08,114.04746992442917 22.545366272894704 1.0917807482271796e-07)"
1868,792,8875_1__1,8905_1__1,579,"LINESTRING(114.04799304577611 22.545327200242724 -5.090328158985358e-10,114.04789646021526 22.54532685454374 1.468767563691917e-08,114.04779959634608 22.54532893418492 3.703858849149974e-08,114.04770245389085 22.54533199607508 6.230256241351528e-08,114.04760503245595 22.545334584766103 8.623845406863787e-08,114.0474707462762 22.54533467593906 1.0917807482271796e-07)"
1869,805,8875_1__1,8855_1__1,579,"LINESTRING(114.04799304575613 22.545327201059035 -5.090328158985358e-10,114.04789286791873 22.54530451545032 3.2074697727160714e-11,114.04780663226634 22.545255015798336 8.248742951710532e-10,114.04773832834985 22.54518460719272 1.6311072928402527e-09,114.04770391079899 22.545081437722626 2.2534436640253233e-09)"
1870,832,8875_1__2,567_-1__2,579,"LINESTRING(114.04799227257409 22.545358798214604 -1.8674768398341257e-09,114.04790568675404 22.545377187273402 -0.00010108878220778298,114.04782984378839 22.545424891405474 -0.0002472814353337082,114.04776322848001 22.545545735222433 -0.0004457585912800011)"
1871,839,567_1__2,8855_1__2,579,"LINESTRING(114.0476611881236 22.545543144793122 -4.0608938434161246e-10,114.04766359083716 22.545453104254694 -1.4595830362747223e-11,114.04766556032233 22.545363011093247 5.620713622398681e-10,114.04766718398058 22.54527286807855 1.2054391906481566e-09,114.04766854933858 22.545182677988926 1.7970346520440414e-09,114.0476698868939 22.545081070560617 2.253443653899351e-09)"
1872,839,567_1__1,8855_1__1,579,"LINESTRING(114.04769520140596 22.54554400826915 -4.0608938434161246e-10,114.04769760826774 22.545453811912232 -1.4595830362747223e-11,114.0476995805218 22.54536359152329 5.620713622398681e-10,114.04770120594175 22.54527334988015 1.2054391906481566e-09,114.04770257234281 22.5451830897635 1.7970346520440414e-09,114.0477039104647 22.545081437719016 2.253443653899351e-09)"
1873,849,567_1__2,8905_1__2,579,"LINESTRING(114.04766118976632 22.5455431448249 0.00044567436367515256,114.0476367598631 22.545466198939938 0.00032868885430112474,114.04757552693067 22.54540407005058 0.00016326616240657746,114.0474699244187 22.545366273301035 -5.631997677431203e-08)"
1874,857,567_1__1,8875_-1__1,579,"LINESTRING(114.04769520044066 22.545544008244644 -4.0608938434161246e-10,114.0477254141238 22.54545123303293 -4.2563317596865816e-10,114.04778935385947 22.54537747236072 -4.5431787304843855e-10,114.04787269272434 22.545323802987557 -4.838803190508e-10,114.04799381897273 22.545295602469963 -5.090328171578647e-10)"
1875,900,12825_-1__4,12889_-1__4,898,"LINESTRING(114.06037027637392 22.547259911439493 -1.9821300156763755e-10,114.06036816278916 22.54734985437662 -5.067114553705338e-10,114.06036669047583 22.547439942577892 -9.61199313863181e-10,114.06036554319056 22.547530170218938 -1.4671741068609082e-09,114.06036440328171 22.54762053143995 -1.9301333641790462e-09,114.0603627954521 22.547719138032633 -2.274816779400847e-09)"
1876,900,12825_-1__3,12889_-1__3,898,"LINESTRING(114.06034111345373 22.547259200450576 -1.9821300156763755e-10,114.0603389899311 22.54734936767351 -5.067114553705338e-10,114.06033750859328 22.547439591465903 -9.61199313863181e-10,114.06033635316587 22.547529865961913 -1.4671741068609082e-09,114.06033520690478 22.547620185253326 -1.9301333641790462e-09,114.06033359638117 22.54771864503838 -2.274816779400847e-09)"
1877,904,12825_-1__3,15294_1__3,898,"LINESTRING(114.06034111435152 22.547259200472464 -1.9821300156763755e-10,114.06031486121296 22.54735145667358 -4.2365230032430825e-10,114.06025729755531 22.547428970792147 -7.524405363389753e-10,114.06008254047487 22.547508364653694 -1.2786927174502559e-09)"
1878,907,12825_-1__4,16613_-1__5,898,"LINESTRING(114.06037027675713 22.54725991144881 -3.237755663576536e-08,114.060404887537 22.5473304085637 -2.127278415632797e-08,114.06053043975034 22.547383787593976 -1.622140170732945e-09)"
1879,916,16613_1__3,12825_1__3,898,"LINESTRING(114.06052746581625 22.5475101815288 7.856328920752276e-10,114.06042779347993 22.54748046182866 1.6668096904955594e-09,114.06035109518999 22.547418108267756 2.9488807902572493e-09,114.06028274326289 22.54725777737558 4.897685850656475e-09)"
1880,920,16613_1__5,15294_1__5,898,"LINESTRING(114.06052597886858 22.54757337758358 4.3434056351543404e-10,114.06042968641381 22.54757229771229 4.776059355774789e-10,114.06033286755105 22.547572369858116 5.413415563301978e-10,114.06023553507893 22.547572702993712 6.096588824823222e-10,114.06008105540185 22.54757156108028 6.8820327219362e-10)"
1881,920,16613_1__4,15294_1__4,898,"LINESTRING(114.06052672235377 22.547541779080984 4.3434056351543404e-10,114.06042982169998 22.547540691907944 4.776059355774789e-10,114.0603327346246 22.547540764036352 5.413415563301978e-10,114.06023547388682 22.54754109697231 6.096588824823222e-10,114.06008179794661 22.547539962523157 6.8820327219362e-10)"
1882,926,16613_1__6,12889_-1__4,898,"LINESTRING(114.06052523541247 22.547604974842084 3.0451928978436626e-08,114.06044045944958 22.547625524573846 1.7744189173038836e-08,114.06036279544475 22.547719138032523 -3.8209587443485706e-09)"
1883,939,12889_1__4,12825_1__4,898,"LINESTRING(114.06024618258759 22.54771716912082 -3.2445655051560607e-09,114.06024766543375 22.54762709021255 -2.0357026135209846e-09,114.06024880330283 22.547536869471696 -2.5479252168657284e-10,114.0602499197372 22.54744651286544 1.7281556723479781e-09,114.06025133974505 22.547356026370913 3.543132870583469e-09,114.06025362171096 22.5472570673794 4.897685812508926e-09)"
1884,939,12889_1__3,12825_1__3,898,"LINESTRING(114.06027532435503 22.547717661163393 -3.2445655051560607e-09,114.06027680749007 22.54762743990511 -2.0357026135209846e-09,114.06027794295093 22.547537167328553 -2.5479252168657284e-10,114.06027905547488 22.547446849387377 1.7281556723479781e-09,114.06028047028757 22.547356492036222 3.543132870583469e-09,114.0602827441914 22.54725777739822 4.897685812508926e-09)"
1885,943,12889_1__3,16613_-1__3,898,"LINESTRING(114.0602753235693 22.54771766115012 -3.2445655051560607e-09,114.06029747911019 22.54762508842827 -2.7627765771666317e-09,114.06034816019921 22.547544040520876 -2.057473916051056e-09,114.06042187042907 22.547478762303456 -1.3444203346614541e-09,114.0605289528173 22.547446983144482 -8.168399121097056e-10)"
1886,946,12889_1__4,15294_1__5,898,"LINESTRING(114.0602461846244 22.54771716915524 -3.658084324342781e-08,114.06021632721877 22.547642255573454 -2.4663283312482135e-08,114.06008105543766 22.5475715595565 6.417670531075251e-11)"
1887,956,15294_-1__3,12889_-1__3,898,"LINESTRING(114.06008402560302 22.547445165821593 7.827338777133264e-10,114.06018353627667 22.547475402776712 1.7472138039899893e-10,114.06025907692651 22.547539211462073 -7.152432609050919e-10,114.06031118337005 22.54761965043319 -1.614152392592934e-09,114.06033359718435 22.54771864505195 -2.274814928000043e-09)"
1888,959,15294_-1__5,16613_-1__5,898,"LINESTRING(114.06008551066682 22.54738196967063 6.587583811779041e-10,114.06018180373147 22.547383047636515 -8.757339291813004e-10,114.06027862316844 22.54738297466839 -3.1362446239284683e-09,114.06037595617472 22.547382641788445 -5.559261712212252e-09,114.06053043977974 22.54738378634499 -8.345068637740258e-09)"
1889,959,15294_-1__4,16613_-1__4,898,"LINESTRING(114.06008476812353 22.54741356823847 6.587583811779041e-10,114.06018166896843 22.547414653487966 -8.757339291813004e-10,114.0602787562064 22.547414580533523 -3.1362446239284683e-09,114.06037601707412 22.54741424785261 -5.559261712212252e-09,114.06052969629448 22.547415384923575 -8.345068637740258e-09)"
1890,966,15294_-1__6,12825_1__4,898,"LINESTRING(114.06008625318937 22.54735037196938 9.147186119662365e-09,114.06017449028856 22.547334963790483 8.441414558791825e-09,114.06025362479882 22.54725706745467 7.343714858709766e-09)"
1891,1002,12305_1__5,12119_1__5,1001,"LINESTRING(114.05618567678681 22.535482379668583 -4.130548347802687e-09,114.0560889511223 22.535480629321967 -4.706104583686185e-09,114.05599206516689 22.535478776603707 -5.5538036930396655e-09,114.05589501433577 22.53547706991254 -6.459422678537709e-09,114.05574516907231 22.535475041465133 -7.473236252054606e-09)"
1892,1002,12305_1__4,12119_1__4,1001,"LINESTRING(114.05618638007535 22.535453623716187 -4.130548347802687e-09,114.05608947534603 22.535451655822502 -4.706104583686185e-09,114.05599246470562 22.53545005035086 -5.5538036930396655e-09,114.05589535132212 22.535448756490595 -6.459422678537709e-09,114.0557455351383 22.535447040117074 -7.473236252054606e-09)"
1893,1002,12305_1__3,12119_1__3,1001,"LINESTRING(114.05618709244845 22.53542449630264 -4.130548347802687e-09,114.05609000267656 22.53542251059904 -4.706104583686185e-09,114.05599287031025 22.535420887954658 -5.5538036930396655e-09,114.05589569845638 22.53541959043246 -6.459422678537709e-09,114.05574591639345 22.535417876897668 -7.473236252054606e-09)"
1894,1008,12119_-1__6,12305_-1__6,1001,"LINESTRING(114.05574773576885 22.5352787078683 -1.0729298338674198e-08,114.05584590295466 22.53528020936052 -9.088913779334636e-09,114.05594365472517 22.535282366720054 -6.672864655831918e-09,114.05604099597048 22.535284886549288 -4.091169722212947e-09,114.05619042330343 22.535288304616316 -1.1959748746592986e-09)"
1895,1008,12119_-1__5,12305_-1__5,1001,"LINESTRING(114.05574731242899 22.53531109032406 -1.0729298338674198e-08,114.0558451795727 22.53531240475752 -9.088913779334636e-09,114.05594276136888 22.5353142995021 -6.672864655831918e-09,114.05604005765332 22.535316592941346 -4.091169722212947e-09,114.05618965029433 22.535319911363153 -1.1959748746592986e-09)"
1896,1008,12119_-1__4,12305_-1__4,1001,"LINESTRING(114.05574690076243 22.53534257984153 -1.0729298338674198e-08,114.05584447637489 22.53534370180838 -9.088913779334636e-09,114.05594189336453 22.535345326071425 -6.672864655831918e-09,114.05603914640702 22.535347384576344 -4.091169722212947e-09,114.05618890037064 22.535350574180704 -1.1959748746592986e-09)"
1897,1008,12119_-1__3,12305_-1__3,1001,"LINESTRING(114.0557465403039 22.53537015230355 -1.0729298338674198e-08,114.05584385412162 22.535371396268644 -9.088913779334636e-09,114.0559411142959 22.53537317364704 -6.672864655831918e-09,114.05603831919721 22.5353753365493 -4.091169722212947e-09,114.05618821253155 22.535378698476006 -1.1959748746592986e-09)"
1898,1016,12119_-1__9,12305_-1__9,1001,"LINESTRING(114.05574875152378 22.535201009866576 -7.90447529652738e-09,114.05584640455815 22.535202663450935 -6.07888047750169e-09,114.05594389469766 22.535203213878933 -3.3897817604886167e-09,114.05604118370555 22.535203877459725 -5.11821935957091e-10,114.05619242152997 22.535206601165736 2.756188166709718e-09)"
1899,1016,12119_-1__8,12305_-1__8,1001,"LINESTRING(114.055748418808 22.535226460258805 -7.90447529652738e-09,114.0558457627274 22.535228118306165 -6.07888047750169e-09,114.05594304253457 22.535229894392227 -3.3897817604886167e-09,114.05604025122562 22.53523192678377 -5.11821935957091e-10,114.05619171497445 22.535235490800705 2.756188166709718e-09)"
1900,1022,12119_-1__9,18667_-1__3,1001,"LINESTRING(114.05574875152283 22.535201009935278 -1.4614158772019437e-08,114.05584419724536 22.535197877152 -1.0717615147660423e-08,114.05593547133827 22.535177858468963 -5.266375209454984e-09,114.05599263157464 22.535113972240886 -5.124068694300587e-10)"
1901,1026,979_-1__3,18667_-1__3,1001,"LINESTRING(114.05597198417587 22.535614809215406 0.0004401098965303163,114.05597415668228 22.535523527683544 0.00038152684960775294,114.05597799858853 22.535432688523734 0.00029548617444505825,114.05598266769958 22.53534227081281 0.00019748141583134205,114.05598733287944 22.535252253704982 0.00010300611855571426,114.05599262978262 22.535113972203522 -1.1209978099317557e-09)"
1902,1026,979_-1__2,18667_-1__2,1001,"LINESTRING(114.05600600583261 22.535615147452134 0.0004401098965303163,114.05600816271664 22.535524542349485 0.00038152684960775294,114.0560119876491 22.535434110933583 0.00029548617444505825,114.05601664962795 22.535343832611396 0.00019748141583134205,114.05602132133885 22.535253686815757 0.00010300611855571426,114.0560266446675 22.535114679276095 -1.1209978099317557e-09)"
1903,1030,12305_1__3,18667_-1__1,1001,"LINESTRING(114.05618709241817 22.535424497541026 -4.130548347802687e-09,114.05609992507722 22.535366349142972 -3.3324765033025618e-09,114.05607066628231 22.535276163682084 -2.1745921322184205e-09,114.05606065937388 22.53511538633773 -5.094714860195743e-10)"
1904,1033,979_-1__1,12305_-1__3,1001,"LINESTRING(114.05604002691717 22.53561548568502 2.1450134113365493e-08,114.05605393617579 22.535522766149043 1.49570044824712e-08,114.05609290129915 22.53543551258422 5.9521734147055805e-09,114.05618821257896 22.535378696538043 -1.1959763973025991e-09)"
1905,1038,979_-1__3,12119_1__5,1001,"LINESTRING(114.05597198396072 22.535614809204038 0.0008802354601371576,114.05593847589994 22.535545650285204 0.000649410668127802,114.05586168377005 22.535499210721074 0.0003229500370302976,114.05574516907214 22.535475041470985 -1.1429120172327684e-07)"
1906,1081,12437_-1__3,12724_-1__1,1080,"LINESTRING(114.05578517677814 22.537459799640295 -1.2470451338231214e-09,114.05588170426694 22.53749806740731 -7.858321774406777e-10,114.05594375444551 22.537573309497702 -1.1324458467440456e-10,114.05599006539525 22.537747001925094 9.610801184258785e-10)"
1907,1084,12437_-1__6,12466_-1__5,1080,"LINESTRING(114.05578644225986 22.537377775464105 -2.071587346108572e-09,114.05588310525611 22.53737878357192 -2.2912931469807238e-09,114.0559801270178 22.537376791771848 -2.6148699588431903e-09,114.0560775049041 22.537373939002094 -2.9603344514662165e-09,114.05622760397652 22.537373235967873 -3.3451073022757325e-09)"
1908,1084,12437_-1__5,12466_-1__4,1080,"LINESTRING(114.05578601191272 22.537405669098263 -2.071587346108572e-09,114.05588289640443 22.537406635955552 -2.2912931469807238e-09,114.05597999555901 22.537405642353164 -2.6148699588431903e-09,114.05607730583138 22.537404095915843 -2.9603344514662165e-09,114.05622700019505 22.537404308315324 -3.3451073022757325e-09)"
1909,1084,12437_-1__4,12466_-1__3,1080,"LINESTRING(114.05578559882419 22.53743244407617 -2.071587346108572e-09,114.05588269581278 22.537433386774254 -2.2912931469807238e-09,114.05597986917812 22.537433378508208 -2.6148699588431903e-09,114.05607711412625 22.537433136721774 -2.9603344514662165e-09,114.05622641809406 22.537434264908793 -3.3451073022757325e-09)"
1910,1089,12437_-1__7,979_-1__3,1080,"LINESTRING(114.05578689850037 22.537348203492233 -2.251042019452143e-09,114.05587778521226 22.537335802543314 -6.802448544405924e-05,114.05599363440545 22.537235361095128 -0.00022425572428356945)"
1911,1092,12466_1__3,979_-1__1,1080,"LINESTRING(114.05622478531221 22.537518292491555 3.81261600068683e-09,114.05613273442106 22.53747005791274 -0.00025296907402699934,114.05608720788538 22.53738524218925 -0.0006181439411866195,114.05606168069416 22.53723549573237 -0.0010987138409238183)"
